NUMBER_PR,SYSTEM,URL,NFR_TYPE,PHRASE,KEYWORDS,LOCATION,OBS
6649,Spring Security,https://github.com/spring-projects/spring-security/pull/6649,Maintainability,"""URL Cleanup""",cleanup,Title,-
8436,Spring Security,https://github.com/spring-projects/spring-security/pull/8436,None,-,-,-,-
6129,Spring Security,https://github.com/spring-projects/spring-security/pull/6129,None,-,-,-,-
10212,Spring Security,https://github.com/spring-projects/spring-security/pull/10212,Security,"""Decrypt assertions even when response is not signed""",decrypt,Title,-
7710,Spring Security,https://github.com/spring-projects/spring-security/pull/7710,None,-,-,-,"Fala de access token, mas na minha opinião é um requisito funcional que está sendo discutido."
6660,Spring Security,https://github.com/spring-projects/spring-security/pull/6660,Maintainability,"""URL Cleanup""",cleanup,Title,-
3700,Spring Security,https://github.com/spring-projects/spring-security/pull/3700,None,-,-,-,-
9581,Spring Security,https://github.com/spring-projects/spring-security/pull/9581,None,-,-,-,-
100,Spring Security,https://github.com/spring-projects/spring-security/pull/100,Security,"""SEC-2656: fix and unit test""",SEC,Title,
8796,Spring Security,https://github.com/spring-projects/spring-security/pull/8796,"Robustness, Security","""Without the change the prefix role is default ""ROLE_ and the demo throws the following exception:
org.springframework.security.access.AccessDeniedException: Access is denied
while access to /post.html?id=1&amount=20.00."", ""Thanks for the PR. I changed the method based security to use hasAuthority to be consistent with the web layer. See 9c33a86""","throws, denied, security, authority",Comment,-
261,Spring Security,https://github.com/spring-projects/spring-security/pull/261,None,-,-,-,-
53,Spring Security,https://github.com/spring-projects/spring-security/pull/53,Security,"""Added RememberMeAuthenticationException constructor which keeps the root cause of the exception""",exception,Description,-
3863,Spring Security,https://github.com/spring-projects/spring-security/pull/3863,None,-,-,-,-
10348,Spring Security,https://github.com/spring-projects/spring-security/pull/10348,Maintainability,"""And tell me please, is it OK to do some small organizational PR like fix broken javadoc links or typos in some small files (like in plugin configs).""","javadoc, typos",Comment,-
3717,Spring Security,https://github.com/spring-projects/spring-security/pull/3717,None,-,-,-,-
11433,Spring Security,https://github.com/spring-projects/spring-security/pull/11433,None,-,-,-,-
7012,Spring Security,https://github.com/spring-projects/spring-security/pull/7012,Security,"""I've made the assumption that the query parameters here have already been decoded and therefore can be validated against a pattern.""","validated, pattern",Comment,-
9128,Spring Security,https://github.com/spring-projects/spring-security/pull/9128,"Security, Robustness","""Catch iIlegalStateException when session is already invalidate"", ""When a session is already invalidated then an uncaught exception is thrown. "", ""Or, since it appears to be caused by a race condition, perhaps that can be addressed instead.""","invalidate, exception, thrown, condition","Title, Description, Comment",-
6093,Spring Security,https://github.com/spring-projects/spring-security/pull/6093,None,-,-,-,-
10924,Spring Security,https://github.com/spring-projects/spring-security/pull/10924,None,-,-,-,-
7663,Spring Security,https://github.com/spring-projects/spring-security/pull/7663,Maintainability,"""Fix minor typo in HttpSecurity documentation""","documentation, typo",Title,
10278,Spring Security,https://github.com/spring-projects/spring-security/pull/10278,None,-,-,-,-
4331,Spring Security,https://github.com/spring-projects/spring-security/pull/4331,None,-,-,-,-
7183,Spring Security,https://github.com/spring-projects/spring-security/pull/7183,None,-,-,-,-
14,Spring Security,https://github.com/spring-projects/spring-security/pull/14,Security,"""SEC-1987 & SEC-1986"", ""I add the CasRememberMeAccessDeniedHandler class to handle CAS remember-me authentication when access is denied"", ""The CasAccessDeniedHandler does not differentiate between access denied due to the user is anonymous and a missing role role (or any other type of failure). Consider trying to access the extreme secure page as scott / scott when scott is ""remembered"". "", ""The use of the CasRememberMeAccessDeniedHandler has to be configured according to the rest of the security configuration, it may (will ?) be tricky.""","access, secure, security, SEC, denied","Title, Description, Comment",Discussão interessante
11366,Spring Security,https://github.com/spring-projects/spring-security/pull/5376,None,-,-,-,-
5376,Spring Security,,None,-,-,-,-
9453,Spring Security,https://github.com/spring-projects/spring-security/pull/9453,None,-,-,-,-
7644,Spring Security,https://github.com/spring-projects/spring-security/pull/7644,None,-,-,-,-
74,Spring Security,https://github.com/spring-projects/spring-security/pull/74,None,-,-,-,-
8771,Spring Security,https://github.com/spring-projects/spring-security/pull/8771,None,-,-,-,-
5536,Spring Security,https://github.com/spring-projects/spring-security/pull/5536,None,-,-,-,-
8424,Spring Security,https://github.com/spring-projects/spring-security/pull/8424,None,-,-,-,-
7013,Spring Security,https://github.com/spring-projects/spring-security/pull/7013,Security,"""Should it retrieve the OAuth2AuthorizedClient again if the token is expired?"", ""If the grant type is PASSWORD doesn't it need to use a OAuth2PasswordGrantRequest to request a new token?"", ""No. For expired access tokens, the RefreshTokenOAuth2AuthorizedClientProvider handles this. The PasswordOAuth2AuthorizedClientProvider only handles getting a new access token (if client is not authorized)""","token, oauth, password, authorized",Comment,-
41,Spring Security,https://github.com/spring-projects/spring-security/pull/41,None,-,-,-,-
201,Spring Security,https://github.com/spring-projects/spring-security/pull/201,None,-,-,-,-
6269,Spring Security,https://github.com/spring-projects/spring-security/pull/6269,Maintainability,"""making it hard to usefully extend. Breaking it up into overridable methods.""","""extend""",Description,Discussão ocorre na issue relacionada
4066,Spring Security,https://github.com/spring-projects/spring-security/pull/4066,None,-,-,-,-
6583,Spring Security,https://github.com/spring-projects/spring-security/pull/6583,None,-,-,-,-
9042,Spring Security,https://github.com/spring-projects/spring-security/pull/9042,None,-,-,-,-
7356,Spring Security,https://github.com/spring-projects/spring-security/pull/7356,Security,"""Refactor auth token/login providers""","""auth""",Title,PR Rejeitada
6367,Spring Security,https://github.com/spring-projects/spring-security/pull/6367,None,-,-,-,-
8332,Spring Security,https://github.com/spring-projects/spring-security/pull/8332,Performance,Provide possibility to use custom cache to store JWK Set,"""custom cache""",Title,-
230,Spring Security,https://github.com/spring-projects/spring-security/pull/230,None,,,,
7277,Spring Security,https://github.com/spring-projects/spring-security/pull/7277,None,,,,
7996,Spring Security,https://github.com/spring-projects/spring-security/pull/7996,Performance,"""Add lazy Exception instantiation and reduce amount of
reactor operators to reduce allocations""","""reduce allocations"", ""lazy exceptions""","Description, Discussion",
6563,Spring Security,https://github.com/spring-projects/spring-security/pull/6563,Maintainability,"""This allows for an easy integration""","""easy integration""",discussion,
7597,Spring Security,https://github.com/spring-projects/spring-security/pull/7597,Maintainability,"""This PR also refactors the OAuth2ResourceServerConfigurer to make better use of the newly introduced way of managing aforementioned converters.""","""refactors"" ""to make better use""",Description,"ok, é uma manutenção, mas não fica claro para mim se a principal contribuição é melhor a manutenibilidade"
8698,Spring Security,https://github.com/spring-projects/spring-security/pull/8698,None,,,,
5728,Spring Security,https://github.com/spring-projects/spring-security/pull/5728,Security,"This makes so that WebFlux OAuth 2.0 Resource Server configuration
will pick up a ReactiveJwtDecoder exposed as a bean.","""exposed as a bean""",Description,
5307,Spring Security,https://github.com/spring-projects/spring-security/pull/5307,Maintainability,"""InMemoryOAuth2AuthorizedClientService cannot contain the logic for storing in the HttpSession. It breaks the rule of single responsibility.""","""single responsibility""",discussion,
10225,Spring Security,https://github.com/spring-projects/spring-security/pull/10225,None,,,,não vi nada aqui sobre NFR
10111,Spring Security,https://github.com/spring-projects/spring-security/pull/10111,None,,,,idem
7333,Spring Security,https://github.com/spring-projects/spring-security/pull/7333,None,,,,idem
11309,Spring Security,https://github.com/spring-projects/spring-security/pull/11309,None,,,,idem
4266,Spring Security,https://github.com/spring-projects/spring-security/pull/4266,Maintainability,"""It is anoying to have to copy the code just because its package-private.""","""copy of the code""",Description,não foi aceito
231,Spring Security,https://github.com/spring-projects/spring-security/pull/231,None,,,,
4436,Spring Security,https://github.com/spring-projects/spring-security/pull/4436,Maintainability,"""This small pull request updates the (outdated?) JavaDoc in Pbkdf2PasswordEncoder, so that it uses the actual values for the default number of iterations and hash width""","""outdated JavaDoc""",Description,é uma interepretação pessoal que a documentação desatualizada irá impactar na manutenibilidade
174,Spring Security,https://github.com/spring-projects/spring-security/pull/174,None,,,,
171,Spring Security,https://github.com/spring-projects/spring-security/pull/171,Robustness,If token not present into request generate the InvalidCsrfTokenException always,"""generate the ...expection""",Description,não foi aceito
6878,Spring Security,https://github.com/spring-projects/spring-security/pull/6878,None,,,,"falta clareza, tem a ver com javadoc"
7221,Spring Security,https://github.com/spring-projects/spring-security/pull/7221,Security,"""Add support to avoid timing attacks in the csrf tokens""","""timing attacks""",Title,não foi implementado
10588,Spring Security,https://github.com/spring-projects/spring-security/pull/10588,None,,,,
5150,Spring Security,https://github.com/spring-projects/spring-security/pull/5150,None,,,,
8756,Spring Security,https://github.com/spring-projects/spring-security/pull/8756,Performance,"""Use memory-saving Collections.singletonList in JdbcAclService.readAclById()""
""We don't need array-based Arrays.asList() as we always have only one instance ObjectIdentity at call site.""","""memory-saving"" ""only one instance""","Title, Description",
7080,Spring Security,https://github.com/spring-projects/spring-security/pull/7080,Maintainability,"""Changed docs to reflect that init should apply configurers""","""reflect""",Title,é uma interepretação pessoal que a documentação desatualizada irá impactar na manutenibilidade
11464,Spring Security,https://github.com/spring-projects/spring-security/pull/11464,Security,"""Add SHA256 as an algorithm option for Remember Me token hashing""","""SHA256"" 'token hashing""",Title,
9335,Spring Security,https://github.com/spring-projects/spring-security/pull/9335,None,,,,
8350,Spring Security,https://github.com/spring-projects/spring-security/pull/8350,None,,,,
4074,Spring Security,https://github.com/spring-projects/spring-security/pull/4074,Security,"""Add open redirect prevention""","""open redirect"" ""prevention""",Title,
7238,Spring Security,https://github.com/spring-projects/spring-security/pull/7238,Maintainability,"""Cleanup Code Style Issues""","""code style"" ""cleanup""",Title,os títulos dos commits fazem menção a outros termos interessantes
218,Spring Security,https://github.com/spring-projects/spring-security/pull/218,Robustness,"""Fix NullPointerException""","""NullPointerExcpetion""",Title,
7762,Spring Security,https://github.com/spring-projects/spring-security/pull/7762,None,,,,"o autor cite outro PR original, cuja descrição sugere manutenibilidade"
9333,Spring Security,https://github.com/spring-projects/spring-security/pull/9333,None,,,,
10151,Spring Security,https://github.com/spring-projects/spring-security/pull/10151,None,,,,
3744,Spring Security,https://github.com/spring-projects/spring-security/pull/3744,None,,,,"No entanto, a PR não foi aceita devido à questões de segurança"
8959,Spring Security,https://github.com/spring-projects/spring-security/pull/8959,None,,,,
11187,Spring Security,https://github.com/spring-projects/spring-security/pull/11187,None,,,,
6969,Spring Security,https://github.com/spring-projects/spring-security/pull/6969,Security,"""Add extra salt length check for BCrypt.""","""salt length check""",Title,
4621,Spring Security,https://github.com/spring-projects/spring-security/pull/4621,None,,,,
7231,Spring Security,https://github.com/spring-projects/spring-security/pull/7231,None,,,,
11081,Spring Security,https://github.com/spring-projects/spring-security/pull/11081,Security,"""Remove SAML Deprecations""","""SAML Deprecations""",Title,
6918,Spring Security,https://github.com/spring-projects/spring-security/pull/6918,None,,,,
3955,Spring Security,https://github.com/spring-projects/spring-security/pull/3955,None,,,,
4,Spring Security,https://github.com/spring-projects/spring-security/pull/4,None,,,,
9327,Spring Security,https://github.com/spring-projects/spring-security/pull/9327,None,,,,
7419,Spring Security,https://github.com/spring-projects/spring-security/pull/7419,Security,"""Bearer WebClient Filter Authentication Propagation""","""Authentication Propagation""",Title,
10046,Spring Security,https://github.com/spring-projects/spring-security/pull/10046,Maintainability,"""Otherwise we would need to document the new handler""","""document""",Discussion,
6509,Spring Security,https://github.com/spring-projects/spring-security/pull/6509,Maintainability,"""Please give some idea how I can write test""
""Also, I added a polish commit of 2b960b0 for the Java Config test - please take a look at the commit message for future reference.""","""test""
""polish""",Discussion,
9053,Spring Security,https://github.com/spring-projects/spring-security/pull/9053,None,,,,
7167,Spring Security,https://github.com/spring-projects/spring-security/pull/7167,,,,,
7753,Spring Security,https://github.com/spring-projects/spring-security/pull/7753,Security,"""on for the default authentication entry point and authentication""","""authentication""",Description,
6330,Spring Security,https://github.com/spring-projects/spring-security/pull/6330,Maintainability,"""Fix LazyCsrfTokenRepository Javadoc Typo""","""javadoc""",Title,
7218,Spring Security,https://github.com/spring-projects/spring-security/pull/7218,None,,,,
7125,Spring Security,https://github.com/spring-projects/spring-security/pull/7125,,,,,
10833,Spring Security,https://github.com/spring-projects/spring-security/pull/10833,Maintainability,"""Java 17, removed deprecated User.withDefaultPasswordEncoder()""","""deprecated""",Title,
7256,Spring Security,https://github.com/spring-projects/spring-security/pull/7256,Security,"""Add setter for authority prefix in JwtGrantedAuthoritiesConverter""
""This way existing authorization checks using the standard 'ROLE_'""","""authority"", ""authorization""",Title,
9726,Spring Security,https://github.com/spring-projects/spring-security/pull/9726,Maintainability,"""Can you please add a test for us""
""I did a polish (02474fd) to add some additional binary files to .gitattributes.""","""test""
""polish""",Discussion,
10007,Spring Security,https://github.com/spring-projects/spring-security/pull/10007,None,,,,
6833,Spring Security,https://github.com/spring-projects/spring-security/pull/6833,Security,"""Update OAuth2IntrospectionAuthenticationToken.java""",oauth,Title,
18,Spring Security,https://github.com/spring-projects/spring-security/pull/18,Security,"""SEC-1915 Add cutomisation of search filter in ActiveDirectoryLdapAuthenticationProvider""","""sec""",Title,
224,Spring Security,https://github.com/spring-projects/spring-security/pull/224,None,,,,
3731,Spring Security,https://github.com/spring-projects/spring-security/pull/3731,Maintainability,"""I added this via a366489 and added a bit of Polish (i.e. added a test) via 3164bd6""","""polish""",Discussion,
4853,Spring Security,https://github.com/spring-projects/spring-security/pull/4853,None,,,,
5443,Spring Security,https://github.com/spring-projects/spring-security/pull/5443,Maintainability,"""Fixed document error""","""document""",Title,
90,Spring Security,https://github.com/spring-projects/spring-security/pull/90,None,,,,
3394,Spring Security,https://github.com/spring-projects/spring-security/pull/3394,Security,"""SEC-3189: By default use any RoleHierarchy Bean for SecurityExpressionHandler""","""SEC"", ""Security""",Title,
7427,Spring Security,https://github.com/spring-projects/spring-security/pull/7427,None,,,,
8754,Spring Security,https://github.com/spring-projects/spring-security/pull/8754,None,,,,
10898,Spring Security,https://github.com/spring-projects/spring-security/pull/10898,Security,"""Fix for OAuth2AuthorizedClientArgumentResolver couldn't use ReactiveOAuth2AuthorizedClientManager""","""oauth"", ""authorized""",Description,
8825,Spring Security,https://github.com/spring-projects/spring-security/pull/8825,"Maintainability, Security","""-gh 8784 Document improvement for WebSecurityConfigure""
""Added details about how the authentication mechanism works with other security features for public APIs""","Maintainability: ""Document""
Security: ""Security"", authentication""","Title, Description",
8411,Spring Security,https://github.com/spring-projects/spring-security/pull/8411,Maintainability,"""Renamed Preface Section of docs to Introduction""","""docs""",Description,
192,Spring Security,https://github.com/spring-projects/spring-security/pull/192,Security,"""Update SecurityNamespaceHandler.java""","""security""",Title,
58,Spring Security,https://github.com/spring-projects/spring-security/pull/58,None,,,,
3759,Spring Security,https://github.com/spring-projects/spring-security/pull/3759,,,,,
7103,Spring Security,https://github.com/spring-projects/spring-security/pull/7103,Security,"""gh-7101 configurable authorities prefix on JwtGrantedAuthoritiesConverter #7103""","""authorities""",Title,
37,Spring Security,https://github.com/spring-projects/spring-security/pull/37,Security,"""SEC-2192: Create AbstractSecurityWebApplicationInitializer.DEFAULT_FILTER_NAME""","""SEC"", Security""",Title,
7673,Spring Security,https://github.com/spring-projects/spring-security/pull/7673,Maintainability,"""Remove consecutive-word duplications in Javadocs""","""javadocs""",Title,
7052,Spring Security,https://github.com/spring-projects/spring-security/pull/7052,,,,,
9050,Spring Security,https://github.com/spring-projects/spring-security/pull/9050,Maintainability,"""Javadoc for org.springframework.security.config.annotation.web.configurers.HeadersConfigurer class contained MSDN blog link that expired in March, 2016 and is not usable since""""","""javadoc""",Description,
4136,Spring Security,https://github.com/spring-projects/spring-security/pull/4136,Security,"""Can you verify the primary AuthenticationManager is used in the test?""","""Authentication""",Discussion,
8130,Spring Security,https://github.com/spring-projects/spring-security/pull/8130,None,,,,
8112,Spring Security,https://github.com/spring-projects/spring-security/pull/8112,Security,"""Adds support for JWSKeySelector introspection given a valid JWK Set.""
""This PR adds support for creating a JWSVerificationKeySelector dynamically based on the availability of JWK algorithms from a given JWK Set provided by an OIDC discovery document (7160). Non-standard or unknown algorithms will be silently ignored (see SignatureAlgorithm class). A warning log has also been added to let developers know if there was a problem fetching the JWK Set, although this does not halt the application from starting. The original functionality is still in place that adds the RS256 algorithm if none are provided during initial configuration for backwards compatibility. A new unit test as well as an extended mock JWK set for verification.""","""JWK"", RS256""","Title, Description",
11610,Spring Security,https://github.com/spring-projects/spring-security/pull/11610,Maintainability,"""Add Kotlin example for WebTestClient setup docs""","""docs""",Title,
4860,Spring Security,https://github.com/spring-projects/spring-security/pull/4860,,,,,
5670,Spring Security,https://github.com/spring-projects/spring-security/pull/5670,Security,"""Add support for Feature-Policy security header""","""security""",Title,
10608,Spring Security,https://github.com/spring-projects/spring-security/pull/10608,Security,"""Make Saml2AuthenticationRequests serializable""","""Saml2""",Title,
6519,Spring Security,https://github.com/spring-projects/spring-security/pull/6519,None,,,,
4374,Spring Security,https://github.com/spring-projects/spring-security/pull/4374,Maintainability,"""Fix Okta documentation and compiler error""","""documentation""",Title,
10075,Spring Security,https://github.com/spring-projects/spring-security/pull/10075,,,,,
8044,Spring Security,https://github.com/spring-projects/spring-security/pull/8044,Security,"""Change StandardPasswordEncoder default to ""SHA-512""""","""password"", ""SHA-512""",Title,
9907,Spring Security,https://github.com/spring-projects/spring-security/pull/9907,Robustness,"""fix typo preventing full exception to be displayed in log""","""exception""",Title,
10812,Spring Security,https://github.com/spring-projects/spring-security/pull/10812,,,,,
4000,Spring Security,https://github.com/spring-projects/spring-security/pull/4000,Maintainability,"""This will improve AngularJS experience which sends an accept header which includes text/html""",Improve,Description (?),
8392,Spring Security,https://github.com/spring-projects/spring-security/pull/8392,None,,,,
4057,Spring Security,https://github.com/spring-projects/spring-security/pull/4057,Maintainability,"""Cleanup SessionFixationProtectionStrategy - 
removed dead code introduced when removing deprecations in 6e204ff""",Cleanup,Description,
5729,Spring Security,https://github.com/spring-projects/spring-security/pull/5729,None,,,,
7229,Spring Security,https://github.com/spring-projects/spring-security/pull/7229,Maintainability,,,,
7122,Spring Security,https://github.com/spring-projects/spring-security/pull/7122,None,,,,
10671,Spring Security,https://github.com/spring-projects/spring-security/pull/10671,Maintainability,,,,
6884,Spring Security,https://github.com/spring-projects/spring-security/pull/6884,Robustness,"""OAuth2LoginAuthenticationFilter should set AuthenticationDetails""",Should set,Description,
4156,Spring Security,https://github.com/spring-projects/spring-security/pull/4156,None,,,,
3803,Spring Security,https://github.com/spring-projects/spring-security/pull/3803,Maintainability,"""Fix typo in setMessageExpessionHandler""",Fix,Title,
3939,Spring Security,https://github.com/spring-projects/spring-security/pull/3939,None,,,,
11058,Spring Security,https://github.com/spring-projects/spring-security/pull/11058,Maintainability,"""Fix typo in reference documentation""","Fix, documentation",Title,
5298,Spring Security,https://github.com/spring-projects/spring-security/pull/5298,Maintainability,"""Fix incorrect explanation for customizing query on JdbcDaoImpl""",Explanation,Title,
9853,Spring Security,https://github.com/spring-projects/spring-security/pull/9853,Security,"""Support for X509 Certificate in RsaKeyConverters""",Support,Title,
70,Spring Security,https://github.com/spring-projects/spring-security/pull/70,None,,,,
3864,Spring Security,https://github.com/spring-projects/spring-security/pull/3864,None,,,,
9586,Spring Security,https://github.com/spring-projects/spring-security/pull/9586,Security,"""gh-8143-coroutines-method-security""",Security,Discussion,
7071,Spring Security,https://github.com/spring-projects/spring-security/pull/7071,Robustness,"""Add authenticationFailureHandler method in OAuth2LoginSpec""",Failure Handler,Title,
9561,Spring Security,https://github.com/spring-projects/spring-security/pull/9561,Robustness,"""Add null check in CsrfFilter and CsrfWebFilter""",Null check,Title,
8714,Spring Security,https://github.com/spring-projects/spring-security/pull/8714,None,,,,
10500,Spring Security,https://github.com/spring-projects/spring-security/pull/10500,Robustness,"""Fix JwtClaimValidator error type """,Error,Title,
10450,Spring Security,https://github.com/spring-projects/spring-security/pull/10450,None,,,,
3944,Spring Security,https://github.com/spring-projects/spring-security/pull/3944,None,,,,
6842,Spring Security,https://github.com/spring-projects/spring-security/pull/6842,None,,,,
9768,Spring Security,https://github.com/spring-projects/spring-security/pull/9768,Maintainability,"""Introduce a plugin that checks for tangles.""",Check,Description,
6439,Spring Security,https://github.com/spring-projects/spring-security/pull/6439,None,,,,
9153,Spring Security,https://github.com/spring-projects/spring-security/pull/9153,Performance,"""Check of allowed user sessions count moved to head for avoid unnecessary fetching all user sessions.""",Unnecessary fetching,Description,
166,Spring Security,https://github.com/spring-projects/spring-security/pull/166,None,,,,
10603,Spring Security,https://github.com/spring-projects/spring-security/pull/10603,Maintainability,"""Support multiple RequestRejectedHandler beans.""",Support,Title,
11495,Spring Security,https://github.com/spring-projects/spring-security/pull/11495,Robustness,"""Add remaining methods from ExpressionUrlAuthorizationConfigurer to AuthorizeHttpRequestsConfigurer""",Add,Title,
5075,Spring Security,https://github.com/spring-projects/spring-security/pull/5075,None,,,,
3945,Spring Security,https://github.com/spring-projects/spring-security/pull/3945,Robustness,"""LogoutConfigurer: only allow suitable http methods""",Suitable,Title,
5776,Spring Security,https://github.com/spring-projects/spring-security/pull/5776,Robustness,"""Client throws OAuth2AuthorizationException in authorization flows""",Throws,Title,
258,Spring Security,https://github.com/spring-projects/spring-security/pull/258,None,,,,
10970,Spring Security,https://github.com/spring-projects/spring-security/pull/10970,None,,,,
202,Spring Security,https://github.com/spring-projects/spring-security/pull/202,Maintainability,"""Add missing jstl dependency""",Dependency,Title,
7534,Spring Security,https://github.com/spring-projects/spring-security/pull/7534,Robustness,"""This makes sense and it looks like there is indeed an issue with the AuthorizedClientProvider implementations. Let me investigate this further.""",Issue,Discussion,
4986,Spring Security,https://github.com/spring-projects/spring-security/pull/4986,None,,,,
6283,Spring Security,https://github.com/spring-projects/spring-security/pull/6283,None,,,,
6066,Spring Security,https://github.com/spring-projects/spring-security/pull/6066,None,,,,
5379,Spring Security,https://github.com/spring-projects/spring-security/pull/5379,None,,,,
8740,Spring Security,https://github.com/spring-projects/spring-security/pull/8740,None,,,,
11395,Spring Security,https://github.com/spring-projects/spring-security/pull/11395,Maintainability,"""Update to Kotlin 1.7.0""",Update,Title,
6659,Spring Security,https://github.com/spring-projects/spring-security/pull/6659,None,,,,
5216,Spring Security,https://github.com/spring-projects/spring-security/pull/5216,Robustness,"""After trying to find out the cause of the error, including being suspicious of the database driver I was using, I tracked the bug down to the fact that the identifier of the ObjectIdentity""",Error,Description,
7758,Spring Security,,None,,,,
10175,Spring Security,,Robustness,"""exception handling"", ""Confirmation of NPE""","""exception handling"", ""NPE""",Discussion,
40,Spring Security,,"Security, Performance","Security: ""The authentication test is"", 
Performance: ""We think there is a performance problem even in the original CAS client""","Security: ""authentication""
Performance: ""performance""",Discussion,
3779,Spring Security,,"Performance, Maintainability","Performance: ""this implementation is 3x slower than JCE""
Maintainability: ""caused more code/complexity than intended""","Performance: ""slower""
Maintainability: ""complexity""","Description, Discussion",
7815,Spring Security,,Robustness,"""I get following exception""","""exception""",Discussion,
9668,Spring Security,,Maintainability,"Maintainability: ""Clean up Reference Documentation"", ""added quite a few links to the Javadoc""","Maintainability: ""documentation"", ""javadoc""",Discussion,
6606,Spring Security,,None,-,-,-,
5994,Spring Security,,None,-,-,-,
9659,Spring Security,,None,-,-,-,
9867,Spring Security,,None,-,-,-,
5992,Spring Security,,None,-,-,-,
5501,Spring Security,,Robustness,"""The NPE can only happen if the user explicitly calls""","""NPE",Discussion,
9630,Spring Security,,None,-,-,,
4515,Spring Security,,Robustness,"""i.e. such scenario will result in IllegalArgumentException""","""IllegalArgumentException""",Discussion,
69,Spring Security,,Robustness,"""support for both handlers types""","""handlers""",Discussion,
9098,Spring Security,,"Security, Robustness","Security, Robustness: ""authentication handlers returning""","Security: ""authentication""
Robustness: ""handlers""",Title,
6748,Spring Security,https://github.com/spring-projects/spring-security/pull/6748,Maintainability,"""Introduce JWT Flow API in Test Support""","""Test"", ""Support""",Discussion,
9874,Spring Security,https://github.com/spring-projects/spring-security/pull/9874,None,,,,
6126,Spring Security,https://github.com/spring-projects/spring-security/pull/6126,None,,,,
8434,Spring Security,https://github.com/spring-projects/spring-security/pull/8434,Performance,"""once they will throw exceptions this PR will be completed.""","""Missing"", ""Exception"", ""Throw""",Discussion,
6765,Spring Security,https://github.com/spring-projects/spring-security/pull/6765,None,,,,
6526,Spring Security,https://github.com/spring-projects/spring-security/pull/6526,Security,"""ServletOAuth2AuthorizedClientExchangeFilterFunction Does Not Work For Chained Reactive Methods""",,Title,
6297,Spring Security,https://github.com/spring-projects/spring-security/pull/6297,Maintainability,"""removes existence validation of a method only available in Servlet 3.1 ... is no longer required""","""No required"", ""Remove support""",Discussion,
9513,Spring Security,https://github.com/spring-projects/spring-security/pull/9513,None,,,,
5656,Spring Security,https://github.com/spring-projects/spring-security/pull/5656,None,,,,
7260,Spring Security,https://github.com/spring-projects/spring-security/pull/7260,None,,,,
6141,Spring Security,https://github.com/spring-projects/spring-security/pull/6141,None,,,,
6658,Spring Security,https://github.com/spring-projects/spring-security/pull/6658,Maintainability,"""Cleanup""",,Title,
4504,Spring Security,https://github.com/spring-projects/spring-security/pull/4504,Maintainability,"""Add localization to error messages from ExceptionTranslationFilter""","""error messages""",Discussion,
11171,Spring Security,https://github.com/spring-projects/spring-security/pull/11171,None,,,,
6198,Spring Security,https://github.com/spring-projects/spring-security/pull/6198,Security,"""Added support for Anonymous Authentication""","""Anonymous"", ""Autentication""",Discussion,
6036,Spring Security,https://github.com/spring-projects/spring-security/pull/6036,Security,"""Updated DefaultBearerTokenResolver to comply with specification""","""Bearer"", ""Token"", ""RFC""",Discussion,
8445,Spring Security,https://github.com/spring-projects/spring-security/pull/8445,Security,"""client secret jwt"" and ""private key jwt"" auth methods","secret, key, kwt, auth",Title,
5355,Spring Security,https://github.com/spring-projects/spring-security/pull/5355,Security,Add ClientRegistration from OpenID Connect Discovery,"Registration, openID",Title,
8399,Spring Security,https://github.com/spring-projects/spring-security/pull/8399,Robustness,Throw exception if URL does not include context path when context relative,exception,Title,
9779,Spring Security,https://github.com/spring-projects/spring-security/pull/9779,Security,Access Token Response supports any data type,token,Title,"É um daqueles casos complexos onde olhando só para as keywords poderia dar um falso positivo. Fiquei na dúvida originalmente se marcaria esse como de segurança, e olhando só para o corpo da issue e os comentários continuei na dúvida. Porém, dentro do corpo da PR tem uma issue linkada, que explica que essa mudança tem a ver com a conformidade com o padrão de requisição de autenticação do oauth2. Sendo isso, considerei de segurança."
9839,Spring Security,https://github.com/spring-projects/spring-security/pull/9839,None,-,-,-,-
8732,Spring Security,https://github.com/spring-projects/spring-security/pull/8732,Security,Register RestOperations @Bean for OAuth 2.0 Client,OAuth,Title,
7821,Spring Security,https://github.com/spring-projects/spring-security/pull/7821,Security,"Oauth2login xmlconfig implementation

gh-6802: When Form Login is configured, the login page should never be
skipped","Oauth2, login","Title, Description",A informação mais importante aqui para definir que é segurança novamente está em uma das issues mencionadas no corpo do PR.
6799,Spring Security,https://github.com/spring-projects/spring-security/pull/6799,Maintainability,-,-,Description,"Infelizmente a PR não tem descrição e as informações estão todas na issue, lá, se conversa sobre reuso de código na implementação."
5753,Spring Security,https://github.com/spring-projects/spring-security/pull/5753,Security,Jwt Claim Mapping,"JWT, Claim",Title,
7324,Spring Security,https://github.com/spring-projects/spring-security/pull/7324,Security,Final redirect in OAuth2AuthorizationCodeGrantFilter needs to be configurable,"Oauth2, authorization",Title,
7025,Spring Security,https://github.com/spring-projects/spring-security/pull/7025,"Security, Robustness","Add Generic AuthenticationFilter

the AbstractAuthenticationProcessingFilter.requiresAuthentication() method modified here to throw exceptions because these exceptions declared for AbstractAuthenticationProcessingFilter.unsuccessfulAuthentication method, which need to be called within GenericAuthenticationFilter.requiresAuthentication in case of AuthenticationConverter.convert decides to throw the AuthenticationException. So this seems necessary to have this change.","Authentication, exception","Title, Description",
